question1,question2,score
design-graph-with-shortest-path-calculator,sort-vowels-in-a-string,0.0
handshakes-that-dont-cross,longest-turbulent-subarray,0.0
maximum-product-of-splitted-binary-tree,sum-of-imbalance-numbers-of-all-subarrays,0.0
stream-of-characters,design-a-leaderboard,0.0
generate-a-string-with-characters-that-have-odd-counts,robot-bounded-in-circle,0.0
car-pooling,new-21-game,0.0
longest-string-chain,soup-servings,0.0
longest-substring-with-at-most-two-distinct-characters,divide-an-array-into-subarrays-with-minimum-cost-i,0.0
apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k,build-array-from-permutation,0.0
sum-of-numbers-with-units-digit-k,maximum-number-of-removable-characters,0.0
minimum-jumps-to-reach-home,find-words-that-can-be-formed-by-characters,0.0
random-pick-with-blacklist,maximum-or,0.0
subdomain-visit-count,maximum-vacation-days,0.0
find-array-given-subset-sums,find-closest-node-to-given-two-nodes,0.0
random-point-in-non-overlapping-rectangles,maximum-score-after-applying-operations-on-a-tree,0.0
minimum-consecutive-cards-to-pick-up,maximize-number-of-nice-divisors,0.0
split-two-strings-to-make-palindrome,maximize-score-after-n-operations,0.0
the-time-when-the-network-becomes-idle,decode-ways-ii,0.0
transpose-matrix,majority-element-ii,0.0
maximum-size-of-a-set-after-removals,number-of-steps-to-reduce-a-number-in-binary-representation-to-one,0.0
bitwise-or-of-adjacent-elements,replace-words,0.0
groups-of-strings,number-of-recent-calls,0.0
super-palindromes,minimum-area-rectangle-ii,0.0
count-pairs-of-nodes,minimum-remove-to-make-valid-parentheses,0.0
network-delay-time,three-equal-parts,0.0
encode-and-decode-tinyurl,minimum-absolute-difference-in-bst,0.0
operations-on-tree,earliest-second-to-mark-indices-ii,0.0
sqrtx,count-the-number-of-incremovable-subarrays-i,0.0
lexicographically-minimum-string-after-removing-stars,max-consecutive-ones-iii,0.0
minimum-common-value,special-binary-string,0.0
minimum-cost-to-separate-sentence-into-rows,kth-largest-sum-in-a-binary-tree,0.0
minimum-window-substring,destroying-asteroids,0.0
the-number-of-ways-to-make-the-sum,iterator-for-combination,0.0
find-pattern-in-infinite-stream-i,design-hashset,0.0
build-a-matrix-with-conditions,nested-list-weight-sum,0.0
find-eventual-safe-states,find-k-pairs-with-smallest-sums,0.0
graph-connectivity-with-threshold,dice-roll-simulation,0.0
check-if-a-word-occurs-as-a-prefix-of-any-word-in-a-sentence,split-with-minimum-sum,0.0
rotate-list,complex-number-multiplication,0.0
the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,find-the-duplicate-number,0.0
number-of-matching-subsequences,implement-stack-using-queues,0.0
rearranging-fruits,equalize-strings-by-adding-or-removing-characters-at-ends,0.0
factorial-trailing-zeroes,unique-word-abbreviation,0.0
zigzag-iterator,design-movie-rental-system,0.0
probability-of-a-two-boxes-having-the-same-number-of-distinct-balls,find-words-that-can-be-formed-by-characters,0.0
insert-into-a-sorted-circular-linked-list,minimizing-array-after-replacing-pairs-with-their-product,0.0
find-the-prefix-common-array-of-two-arrays,count-ways-to-build-good-strings,0.0
modify-the-matrix,construct-quad-tree,0.0
find-all-groups-of-farmland,range-product-queries-of-powers,0.0
greatest-english-letter-in-upper-and-lower-case,flipping-an-image,0.0
shuffle-an-array,take-k-of-each-character-from-left-and-right,0.0
kth-missing-positive-number,largest-component-size-by-common-factor,0.0
parallel-courses-iii,remove-duplicates-from-sorted-array-ii,0.0
merge-intervals,complement-of-base-10-integer,0.0
destroying-asteroids,unique-word-abbreviation,0.0
is-graph-bipartite,total-hamming-distance,0.0
minimum-number-of-visited-cells-in-a-grid,distribute-candies-among-children-i,0.0
remove-vowels-from-a-string,amount-of-new-area-painted-each-day,0.0
richest-customer-wealth,maximum-number-of-k-divisible-components,0.0
parallel-courses-iii,can-i-win,0.0
optimal-account-balancing,sum-of-digits-in-base-k,0.0
uncrossed-lines,convert-binary-number-in-a-linked-list-to-integer,0.0
shortest-distance-to-a-character,find-the-number-of-distinct-colors-among-the-balls,0.0
count-numbers-with-unique-digits-ii,cinema-seat-allocation,0.0
minimum-number-of-days-to-eat-n-oranges,traffic-light-controlled-intersection,0.0
can-you-eat-your-favorite-candy-on-your-favorite-day,divide-two-integers,0.0
number-of-good-pairs,validate-ip-address,0.0
minimum-number-of-pushes-to-type-word-ii,amount-of-time-for-binary-tree-to-be-infected,0.0
sqrtx,optimize-water-distribution-in-a-village,0.0
remove-duplicates-from-sorted-list,divide-array-into-arrays-with-max-difference,0.0
web-crawler,restore-the-array,0.0
check-if-all-characters-have-equal-number-of-occurrences,get-the-maximum-score,0.0
add-two-numbers-ii,prime-arrangements,0.0
equal-sum-arrays-with-minimum-number-of-operations,longest-cycle-in-a-graph,0.0
minimum-amount-of-time-to-collect-garbage,deepest-leaves-sum,0.0
minimum-number-of-moves-to-make-palindrome,heaters,0.0
number-of-smooth-descent-periods-of-a-stock,filter-restaurants-by-vegan-friendly-price-and-distance,0.0
strange-printer-ii,basic-calculator,0.0
3sum-closest,satisfiability-of-equality-equations,0.0
find-the-minimum-cost-array-permutation,delete-the-middle-node-of-a-linked-list,0.0
all-ancestors-of-a-node-in-a-directed-acyclic-graph,decode-the-slanted-ciphertext,0.0
root-equals-sum-of-children,color-the-triangle-red,0.0
split-bst,smallest-subsequence-of-distinct-characters,0.0
path-with-maximum-minimum-value,my-calendar-i,0.0
next-closest-time,remove-nth-node-from-end-of-list,0.0
reverse-odd-levels-of-binary-tree,powerful-integers,0.0
number-of-subarrays-having-even-product,find-winner-on-a-tic-tac-toe-game,0.0
132-pattern,count-paths-that-can-form-a-palindrome-in-a-tree,0.0
construct-product-matrix,maximum-subarray-sum-with-one-deletion,0.0
check-if-a-string-can-break-another-string,count-total-number-of-colored-cells,0.0
uncommon-words-from-two-sentences,prime-number-of-set-bits-in-binary-representation,0.0
freedom-trail,range-sum-query-2d-mutable,0.0
matrix-cells-in-distance-order,power-of-three,0.0
number-of-ways-to-buy-pens-and-pencils,number-of-unique-flavors-after-sharing-k-candies,0.0
check-if-string-is-a-prefix-of-array,longest-subarray-of-1s-after-deleting-one-element,0.0
snapshot-array,convert-binary-number-in-a-linked-list-to-integer,0.0
reformat-phone-number,minimum-numbers-of-function-calls-to-make-target-array,0.0
put-marbles-in-bags,design-linked-list,0.0
shortest-path-with-alternating-colors,sequence-reconstruction,0.0
sort-the-matrix-diagonally,last-stone-weight-ii,0.0
find-leaves-of-binary-tree,remove-max-number-of-edges-to-keep-graph-fully-traversable,0.0
find-valid-matrix-given-row-and-column-sums,circular-permutation-in-binary-representation,0.0
unique-substrings-in-wraparound-string,minimum-sum-of-mountain-triplets-i,0.0
flower-planting-with-no-adjacent,subsets-ii,0.0
implement-magic-dictionary,length-of-longest-subarray-with-at-most-k-frequency,0.0
count-the-number-of-special-characters-i,check-if-every-row-and-column-contains-all-numbers,0.0
matrix-similarity-after-cyclic-shifts,minimum-one-bit-operations-to-make-integers-zero,0.0
frog-jump,maximum-score-from-removing-stones,0.0
maximum-total-beauty-of-the-gardens,check-if-the-sentence-is-pangram,0.0
count-substrings-without-repeating-character,array-nesting,0.0
alice-and-bob-playing-flower-game,lexicographically-minimum-string-after-removing-stars,0.0
first-bad-version,longest-word-in-dictionary-through-deleting,0.0
distribute-money-to-maximum-children,diet-plan-performance,0.0
data-stream-as-disjoint-intervals,maximum-cost-of-trip-with-k-highways,0.0
subsequence-with-the-minimum-score,count-the-number-of-houses-at-a-certain-distance-i,0.0
longest-palindrome,four-divisors,0.0
longest-uploaded-prefix,lexicographically-smallest-string-after-applying-operations,0.0
sort-transformed-array,linked-list-cycle-ii,0.0
number-of-ways-to-reach-a-position-after-exactly-k-steps,basic-calculator,0.0
closest-nodes-queries-in-a-binary-search-tree,divide-array-into-increasing-sequences,0.0
reverse-linked-list-ii,rearrange-string-k-distance-apart,0.0
construct-the-rectangle,maximum-repeating-substring,0.0
surrounded-regions,delete-columns-to-make-sorted-iii,0.0
count-nodes-equal-to-sum-of-descendants,sentence-similarity-iii,0.0
compare-strings-by-frequency-of-the-smallest-character,zuma-game,0.0
find-all-k-distant-indices-in-an-array,word-search-ii,0.0
reverse-string,stone-game,0.0
shortest-way-to-form-string,maximum-cost-of-trip-with-k-highways,0.0
the-employee-that-worked-on-the-longest-task,detect-squares,0.0
find-subarray-with-bitwise-or-closest-to-k,construct-quad-tree,0.0
maximum-element-after-decreasing-and-rearranging,find-three-consecutive-integers-that-sum-to-a-given-number,0.0
maximum-cost-of-trip-with-k-highways,thousand-separator,0.0
stock-price-fluctuation,substrings-that-begin-and-end-with-the-same-letter,0.0
maximum-population-year,parallel-courses-ii,0.0
maximum-subarray,add-one-row-to-tree,0.0
lowest-common-ancestor-of-a-binary-tree-iv,set-matrix-zeroes,0.0
sorting-the-sentence,sum-of-subsequence-widths,0.0
detect-cycles-in-2d-grid,rabbits-in-forest,0.0
allocate-mailboxes,find-array-given-subset-sums,0.0
find-all-groups-of-farmland,advantage-shuffle,0.0
maximize-value-of-function-in-a-ball-passing-game,coloring-a-border,0.0
remove-all-ones-with-row-and-column-flips-ii,maximum-frequency-score-of-a-subarray,0.0
subarrays-distinct-element-sum-of-squares-ii,find-champion-i,0.0
course-schedule-iv,check-if-n-and-its-double-exist,0.0
check-if-array-is-sorted-and-rotated,reorder-list,0.0
number-of-steps-to-reduce-a-number-to-zero,sum-of-even-numbers-after-queries,0.0
kth-smallest-product-of-two-sorted-arrays,split-a-string-in-balanced-strings,0.0
binary-tree-longest-consecutive-sequence,minimize-manhattan-distances,0.0
find-pattern-in-infinite-stream-ii,strong-password-checker,0.0
mark-elements-on-array-by-performing-queries,number-of-wonderful-substrings,0.0
lonely-pixel-ii,maximum-of-minimum-values-in-all-subarrays,0.0
find-polygon-with-the-largest-perimeter,generalized-abbreviation,0.0
maximum-bags-with-full-capacity-of-rocks,find-and-replace-pattern,0.0
longest-well-performing-interval,equalize-strings-by-adding-or-removing-characters-at-ends,0.0
find-the-winner-of-an-array-game,buddy-strings,0.0
generate-random-point-in-a-circle,longest-increasing-subsequence,0.0
minimum-cost-to-merge-stones,find-the-grid-of-region-average,0.0
stone-game-iv,find-xor-sum-of-all-pairs-bitwise-and,0.0
search-in-a-sorted-array-of-unknown-size,high-access-employees,0.0
number-of-nodes-with-value-one,number-of-single-divisor-triplets,0.0
spiral-matrix,invalid-transactions,0.0
reformat-date,steps-to-make-array-non-decreasing,0.0
shortest-path-to-get-all-keys,find-the-longest-substring-containing-vowels-in-even-counts,0.0
coin-path,find-missing-observations,0.0
depth-of-bst-given-insertion-order,solve-the-equation,0.0
count-positions-on-street-with-required-brightness,find-servers-that-handled-most-number-of-requests,0.0
verify-preorder-sequence-in-binary-search-tree,largest-submatrix-with-rearrangements,0.0
check-whether-two-strings-are-almost-equivalent,steps-to-make-array-non-decreasing,0.0
remove-k-digits,maximize-distance-to-closest-person,0.0
reachable-nodes-with-restrictions,rearrange-characters-to-make-target-string,0.0
minimize-malware-spread,minimum-operations-to-make-array-equal-ii,0.0
find-all-possible-stable-binary-arrays-i,car-fleet,0.0
the-number-of-the-smallest-unoccupied-chair,minimum-cuts-to-divide-a-circle,0.0
minimum-operations-to-make-the-array-k-increasing,number-of-steps-to-reduce-a-number-in-binary-representation-to-one,0.0
find-the-maximum-number-of-marked-indices,number-of-corner-rectangles,0.0
paint-house-ii,cells-in-a-range-on-an-excel-sheet,0.0
move-sub-tree-of-n-ary-tree,similar-rgb-color,0.0
find-the-longest-valid-obstacle-course-at-each-position,two-sum-iv-input-is-a-bst,0.0
similar-string-groups,number-of-subarrays-with-lcm-equal-to-k,0.0
insertion-sort-list,logger-rate-limiter,0.0
verbal-arithmetic-puzzle,rectangle-overlap,0.0
group-the-people-given-the-group-size-they-belong-to,longest-strictly-increasing-or-strictly-decreasing-subarray,0.0
validate-ip-address,number-of-good-ways-to-split-a-string,0.0
maximum-distance-in-arrays,design-twitter,0.0
maximum-number-of-vowels-in-a-substring-of-given-length,number-of-enclaves,0.0
find-the-number-of-ways-to-place-people-i,sort-characters-by-frequency,0.0
range-sum-query-mutable,greatest-common-divisor-of-strings,0.0
palindrome-pairs,remove-nodes-from-linked-list,0.0
powerful-integers,count-pairs-of-similar-strings,0.0
rabbits-in-forest,minimum-length-of-string-after-deleting-similar-ends,0.0
linked-list-in-binary-tree,number-of-connected-components-in-an-undirected-graph,0.0
remove-stones-to-minimize-the-total,check-if-strings-can-be-made-equal-with-operations-ii,0.0
print-words-vertically,insert-delete-getrandom-o1-duplicates-allowed,0.0
number-of-single-divisor-triplets,shortest-path-in-binary-matrix,0.0
split-message-based-on-limit,word-ladder-ii,0.0
generate-random-point-in-a-circle,pour-water-between-buckets-to-make-water-levels-equal,0.0
check-if-all-characters-have-equal-number-of-occurrences,abbreviating-the-product-of-a-range,0.0
alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,count-palindromic-subsequences,0.0
removing-minimum-number-of-magic-beans,champagne-tower,0.0
maximum-sum-of-3-non-overlapping-subarrays,design-circular-queue,0.0
minimum-recolors-to-get-k-consecutive-black-blocks,guess-number-higher-or-lower,0.0
number-of-ways-to-split-a-string,flower-planting-with-no-adjacent,0.0
html-entity-parser,sort-linked-list-already-sorted-using-absolute-values,0.0
number-of-nodes-in-the-sub-tree-with-the-same-label,remove-zero-sum-consecutive-nodes-from-linked-list,0.0
count-the-number-of-houses-at-a-certain-distance-i,the-maze-ii,0.0
contains-duplicate,better-compression-of-string,0.0
count-paths-that-can-form-a-palindrome-in-a-tree,display-table-of-food-orders-in-a-restaurant,0.0
construct-binary-tree-from-preorder-and-inorder-traversal,sort-integers-by-the-power-value,0.0
maximum-product-of-the-length-of-two-palindromic-substrings,count-the-digits-that-divide-a-number,0.0
maximum-element-sum-of-a-complete-subset-of-indices,n-ary-tree-postorder-traversal,0.0
move-zeroes,longest-palindromic-substring,0.0
time-needed-to-inform-all-employees,distinct-numbers-in-each-subarray,0.0
jump-game-vii,merge-k-sorted-lists,0.0
find-duplicate-subtrees,number-of-ways-to-arrive-at-destination,0.0
find-servers-that-handled-most-number-of-requests,odd-even-jump,0.0
longest-happy-prefix,find-the-minimum-and-maximum-number-of-nodes-between-critical-points,0.0
toss-strange-coins,maximum-points-in-an-archery-competition,0.0
guess-the-majority-in-a-hidden-array,interval-list-intersections,0.0
print-words-vertically,number-of-good-pairs,0.0
shuffle-string,compare-version-numbers,0.0
bulls-and-cows,image-smoother,0.0
poor-pigs,sum-of-matrix-after-queries,0.0
robot-collisions,find-number-of-coins-to-place-in-tree-nodes,0.0
find-largest-value-in-each-tree-row,k-th-symbol-in-grammar,0.0
task-scheduler,minimum-limit-of-balls-in-a-bag,0.0
shortest-string-that-contains-three-strings,moving-stones-until-consecutive-ii,0.0
faulty-sensor,length-of-longest-fibonacci-subsequence,0.0
construct-binary-tree-from-preorder-and-postorder-traversal,shortest-path-to-get-all-keys,0.0
maximum-twin-sum-of-a-linked-list,sort-transformed-array,0.0
fixed-point,fraction-to-recurring-decimal,0.0
decrypt-string-from-alphabet-to-integer-mapping,check-if-n-and-its-double-exist,0.0
earliest-second-to-mark-indices-ii,binary-number-with-alternating-bits,0.0
vertical-order-traversal-of-a-binary-tree,remove-colored-pieces-if-both-neighbors-are-the-same-color,0.0
longer-contiguous-segments-of-ones-than-zeros,number-of-ways-of-cutting-a-pizza,0.0
jump-game-vi,design-excel-sum-formula,0.0
remove-duplicates-from-sorted-list,zuma-game,0.0
count-tested-devices-after-test-operations,minimum-unique-word-abbreviation,0.0
find-the-minimum-and-maximum-number-of-nodes-between-critical-points,design-sql,0.0
number-of-ways-to-split-a-string,maximum-alternating-subarray-sum,0.0
display-table-of-food-orders-in-a-restaurant,last-stone-weight,0.0
long-pressed-name,find-the-k-th-lucky-number,0.0
find-the-number-of-good-pairs-i,lru-cache,0.0
cells-in-a-range-on-an-excel-sheet,reaching-points,0.0
count-lattice-points-inside-a-circle,rotate-list,0.0
number-of-increasing-paths-in-a-grid,merge-intervals,0.0
count-paths-that-can-form-a-palindrome-in-a-tree,word-break,0.0
serialize-and-deserialize-binary-tree,sort-array-by-increasing-frequency,0.0
cracking-the-safe,maximum-subarray,0.0
sum-of-number-and-its-reverse,find-the-distance-value-between-two-arrays,0.0
power-of-three,the-k-weakest-rows-in-a-matrix,0.0
convert-bst-to-greater-tree,count-the-number-of-good-subsequences,0.0
subdomain-visit-count,minimize-length-of-array-using-operations,0.0
convert-the-temperature,simplified-fractions,0.0
string-to-integer-atoi,form-largest-integer-with-digits-that-add-up-to-target,0.0
flatten-nested-list-iterator,number-of-ways-to-wear-different-hats-to-each-other,0.0
maximum-sum-circular-subarray,rle-iterator,0.0
the-maze-ii,largest-local-values-in-a-matrix,0.0
multiply-strings,number-of-even-and-odd-bits,0.0
color-the-triangle-red,h-index,0.0
node-with-highest-edge-score,count-numbers-with-unique-digits-ii,0.0
get-maximum-in-generated-array,alert-using-same-key-card-three-or-more-times-in-a-one-hour-period,0.0
minimum-total-cost-to-make-arrays-unequal,validate-ip-address,0.0
contains-duplicate-iii,check-if-there-is-a-valid-path-in-a-grid,0.0
maximize-the-confusion-of-an-exam,number-of-islands,0.0
minimum-number-of-moves-to-seat-everyone,find-the-longest-balanced-substring-of-a-binary-string,0.0
calculate-delayed-arrival-time,amount-of-new-area-painted-each-day,0.0
rings-and-rods,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,0.0
split-bst,maximum-total-reward-using-operations-i,0.0
construct-binary-search-tree-from-preorder-traversal,closest-divisors,0.0
zuma-game,truncate-sentence,0.0
sort-the-students-by-their-kth-score,word-search-ii,0.0
count-beautiful-substrings-ii,maximum-binary-tree-ii,0.0
two-city-scheduling,move-sub-tree-of-n-ary-tree,0.0
smallest-subtree-with-all-the-deepest-nodes,largest-submatrix-with-rearrangements,0.0
find-leaves-of-binary-tree,maximum-length-substring-with-two-occurrences,0.0
get-the-maximum-score,smallest-even-multiple,0.0
coin-path,replace-question-marks-in-string-to-minimize-its-value,0.0
implement-trie-prefix-tree,minimum-number-of-days-to-eat-n-oranges,0.0
best-team-with-no-conflicts,minimum-amount-of-time-to-collect-garbage,0.0
count-the-number-of-square-free-subsets,movement-of-robots,0.0
validate-binary-tree-nodes,xor-operation-in-an-array,0.0
design-snake-game,design-hit-counter,0.0
spiral-matrix-iv,shortest-distance-to-a-character,0.0
minimum-moves-to-pick-k-ones,categorize-box-according-to-criteria,0.0
h-index,number-of-distinct-substrings-in-a-string,0.0
longest-uncommon-subsequence-ii,beautiful-towers-i,0.0
sort-characters-by-frequency,split-array-largest-sum,0.0
nested-list-weight-sum,minimum-deletions-to-make-string-k-special,0.0
insufficient-nodes-in-root-to-leaf-paths,count-the-number-of-good-subarrays,0.0
finding-the-number-of-visible-mountains,sum-of-scores-of-built-strings,0.0
number-of-connected-components-in-an-undirected-graph,synonymous-sentences,0.0
basic-calculator-ii,find-nearest-right-node-in-binary-tree,0.0
ip-to-cidr,minimize-malware-spread-ii,0.0
maximum-population-year,bricks-falling-when-hit,0.0
smallest-number-in-infinite-set,divide-nodes-into-the-maximum-number-of-groups,0.0
paint-house,split-a-string-in-balanced-strings,0.0
reorganize-string,sorting-three-groups,0.0
rle-iterator,number-of-divisible-substrings,0.0
min-stack,reorder-list,0.0
minimum-moves-to-pick-k-ones,design-excel-sum-formula,0.0
online-stock-span,balance-a-binary-search-tree,0.0
maximum-score-after-splitting-a-string,the-most-similar-path-in-a-graph,0.0
island-perimeter,cousins-in-binary-tree-ii,0.0
optimize-water-distribution-in-a-village,boundary-of-binary-tree,0.0
number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,find-the-string-with-lcp,0.0
number-of-closed-islands,minimum-ascii-delete-sum-for-two-strings,0.0
minimum-bit-flips-to-convert-number,car-fleet-ii,0.0
count-items-matching-a-rule,describe-the-painting,0.0
shortest-path-to-get-food,find-latest-group-of-size-m,0.0
x-of-a-kind-in-a-deck-of-cards,flatten-2d-vector,0.0
design-hashset,detonate-the-maximum-bombs,0.0
design-memory-allocator,number-of-strings-which-can-be-rearranged-to-contain-substring,0.0
longest-palindrome,number-of-spaces-cleaning-robot-cleaned,0.0
largest-number-after-digit-swaps-by-parity,subsequence-with-the-minimum-score,0.0
evaluate-division,minimum-possible-integer-after-at-most-k-adjacent-swaps-on-digits,0.0
count-all-valid-pickup-and-delivery-options,count-complete-subarrays-in-an-array,0.0
island-perimeter,middle-of-the-linked-list,0.0
sort-even-and-odd-indices-independently,insufficient-nodes-in-root-to-leaf-paths,0.0
hamming-distance,maximum-beauty-of-an-array-after-applying-operation,0.0
path-sum-iv,heaters,0.0
building-boxes,find-smallest-common-element-in-all-rows,0.0
divide-an-array-into-subarrays-with-minimum-cost-i,valid-parentheses,0.0
stone-game,matrix-block-sum,0.0
course-schedule,count-number-of-rectangles-containing-each-point,0.0
median-of-two-sorted-arrays,count-of-integers,0.0
equal-rational-numbers,minimum-distance-between-bst-nodes,0.0
design-a-text-editor,minimum-number-of-days-to-disconnect-island,0.0
number-of-possible-sets-of-closing-branches,minimum-operations-to-form-subsequence-with-target-sum,0.0
check-if-a-number-is-majority-element-in-a-sorted-array,minimum-number-of-days-to-disconnect-island,0.0
determine-if-two-strings-are-close,find-duplicate-subtrees,0.0
random-pick-with-blacklist,maximum-trailing-zeros-in-a-cornered-path,0.0
number-of-good-paths,best-time-to-buy-and-sell-stock,0.0
design-circular-deque,ways-to-split-array-into-good-subarrays,0.0
stone-game-viii,shortest-palindrome,0.0
intersection-of-two-linked-lists,count-nice-pairs-in-an-array,0.0
find-all-the-lonely-nodes,maximum-subarray-sum-with-one-deletion,0.0
add-digits,time-to-cross-a-bridge,0.0
finding-the-users-active-minutes,lexicographically-minimum-string-after-removing-stars,0.0
minimum-number-of-groups-to-create-a-valid-assignment,verify-preorder-sequence-in-binary-search-tree,0.0
shuffle-the-array,maximum-split-of-positive-even-integers,0.0
partition-array-such-that-maximum-difference-is-k,magical-string,0.0
decode-string,max-increase-to-keep-city-skyline,0.0
maximum-difference-between-increasing-elements,design-browser-history,0.0
root-equals-sum-of-children,word-pattern-ii,0.0
design-circular-queue,length-of-longest-fibonacci-subsequence,0.0
find-the-longest-valid-obstacle-course-at-each-position,linked-list-frequency,0.0
path-sum-iii,maximum-score-from-removing-substrings,0.0
maximum-count-of-positive-integer-and-negative-integer,optimize-water-distribution-in-a-village,0.0
meeting-rooms-ii,maximum-cost-of-trip-with-k-highways,0.0
design-a-leaderboard,count-number-of-pairs-with-absolute-difference-k,0.0
water-and-jug-problem,shortest-word-distance-ii,0.0
count-total-number-of-colored-cells,binary-tree-maximum-path-sum,0.0
using-a-robot-to-print-the-lexicographically-smallest-string,odd-even-jump,0.0
minimum-obstacle-removal-to-reach-corner,number-of-sub-arrays-with-odd-sum,0.0
paint-house-ii,delete-greatest-value-in-each-row,0.0
count-the-number-of-k-free-subsets,largest-time-for-given-digits,0.0
house-robber-ii,number-of-connected-components-in-an-undirected-graph,0.0
combination-sum-iii,array-with-elements-not-equal-to-average-of-neighbors,0.0
count-number-of-distinct-integers-after-reverse-operations,binary-tree-longest-consecutive-sequence,0.0
partitioning-into-minimum-number-of-deci-binary-numbers,unique-word-abbreviation,0.0
most-profit-assigning-work,check-if-the-number-is-fascinating,0.0
number-of-visible-people-in-a-queue,minimum-time-to-eat-all-grains,0.0
happy-students,longest-word-in-dictionary,0.0
minimum-non-zero-product-of-the-array-elements,transpose-matrix,0.0
maximum-white-tiles-covered-by-a-carpet,thousand-separator,0.0
image-smoother,maximum-number-of-k-divisible-components,0.0
longest-consecutive-sequence,make-the-string-great,0.0
happy-students,text-justification,0.0
valid-word,count-the-number-of-houses-at-a-certain-distance-i,0.0
maximum-of-absolute-value-expression,satisfiability-of-equality-equations,0.0
optimal-division,implement-rand10-using-rand7,0.0
two-out-of-three,design-in-memory-file-system,0.0
the-number-of-beautiful-subsets,valid-arrangement-of-pairs,0.0
shortest-distance-to-target-color,maximum-number-of-vowels-in-a-substring-of-given-length,0.0
minimum-moves-to-capture-the-queen,number-of-pairs-of-strings-with-concatenation-equal-to-target,0.0
minimum-changes-to-make-alternating-binary-string,web-crawler-multithreaded,0.0
plates-between-candles,minimum-number-of-operations-to-sort-a-binary-tree-by-level,0.0
letter-case-permutation,the-maze-iii,0.0
serialize-and-deserialize-binary-tree,shortest-distance-from-all-buildings,0.0
maximum-binary-tree,sum-of-prefix-scores-of-strings,0.0
count-total-number-of-colored-cells,maximum-spending-after-buying-items,0.0
hamming-distance,search-insert-position,0.0
numbers-with-repeated-digits,convert-sorted-array-to-binary-search-tree,0.0
longest-happy-string,as-far-from-land-as-possible,0.0
find-duplicate-file-in-system,minimum-number-of-pushes-to-type-word-ii,0.0
maximum-size-subarray-sum-equals-k,find-the-difference,0.0
flatten-nested-list-iterator,find-the-maximum-length-of-a-good-subsequence-ii,0.0
buildings-with-an-ocean-view,sum-of-even-numbers-after-queries,0.0
frequency-tracker,minimum-remove-to-make-valid-parentheses,0.0
collect-coins-in-a-tree,sum-of-subsequence-widths,0.0
make-array-empty,distribute-coins-in-binary-tree,0.0
available-captures-for-rook,maximum-number-of-upgradable-servers,0.0
swim-in-rising-water,all-possible-full-binary-trees,0.0
validate-stack-sequences,sum-of-digit-differences-of-all-pairs,0.0
count-unreachable-pairs-of-nodes-in-an-undirected-graph,longest-binary-subsequence-less-than-or-equal-to-k,0.0
range-module,task-scheduler,0.0
evaluate-division,bitwise-ors-of-subarrays,0.0
count-items-matching-a-rule,find-the-minimum-cost-array-permutation,0.0
shortest-completing-word,the-skyline-problem,0.0
design-hashmap,reverse-linked-list,0.0
build-array-where-you-can-find-the-maximum-exactly-k-comparisons,number-of-closed-islands,0.0
design-a-leaderboard,number-of-ways-to-reconstruct-a-tree,0.0
monotonic-array,cousins-in-binary-tree-ii,0.0
find-pattern-in-infinite-stream-ii,search-suggestions-system,0.0
merge-k-sorted-lists,divide-an-array-into-subarrays-with-minimum-cost-ii,0.0
count-complete-subarrays-in-an-array,smallest-subtree-with-all-the-deepest-nodes,0.0
matrix-block-sum,watering-plants,0.0
minimum-limit-of-balls-in-a-bag,binary-tree-paths,0.0
find-the-maximum-length-of-a-good-subsequence-i,sort-features-by-popularity,0.0
find-first-palindromic-string-in-the-array,merge-bsts-to-create-single-bst,0.0
cherry-pickup,longest-substring-with-at-most-k-distinct-characters,0.0
count-vowel-substrings-of-a-string,difference-between-element-sum-and-digit-sum-of-an-array,0.0
binary-string-with-substrings-representing-1-to-n,largest-color-value-in-a-directed-graph,0.0
change-the-root-of-a-binary-tree,find-substring-with-given-hash-value,0.0
maximum-sum-queries,faulty-sensor,0.0
pancake-sorting,decode-the-message,0.0
can-i-win,maximize-the-minimum-powered-city,0.0
smallest-missing-genetic-value-in-each-subtree,task-scheduler,0.0
evaluate-reverse-polish-notation,minimum-time-to-repair-cars,0.0
divisor-game,basic-calculator-ii,0.0
number-of-single-divisor-triplets,stamping-the-sequence,0.0
minimum-window-subsequence,maximum-ice-cream-bars,0.0
remove-invalid-parentheses,find-target-indices-after-sorting-array,0.0
redundant-connection,stone-game-viii,0.0
count-submatrices-with-all-ones,design-compressed-string-iterator,0.0
circular-sentence,convert-bst-to-greater-tree,0.0
most-frequent-ids,read-n-characters-given-read4-ii-call-multiple-times,0.0
sum-of-root-to-leaf-binary-numbers,partition-equal-subset-sum,0.0
percentage-of-letter-in-string,best-position-for-a-service-centre,0.0
determine-whether-matrix-can-be-obtained-by-rotation,maximum-number-of-integers-to-choose-from-a-range-ii,0.0
custom-sort-string,find-the-original-array-of-prefix-xor,0.0
rank-transform-of-a-matrix,palindromic-substrings,0.0
count-all-possible-routes,beautiful-towers-i,0.0
number-of-people-that-can-be-seen-in-a-grid,course-schedule,0.0
